"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"2090",13.5857485203067,-0.732567174586544,0.27383148499507,-2.67524815343908,0.00746739544058322,0.0946787137703419
"2091",806.588430442702,-0.267047862663121,0.0998523378865701,-2.67442774315891,0.00748569056047919,0.0948199398480584
"2092",1277.49602468561,0.169914419086877,0.0635294713993163,2.6745763083542,0.0074823745844862,0.0948199398480584
"2093",500.30238018087,-0.25511112742904,0.0954179614583007,-2.67361745660986,0.00750379936635853,0.095003907983342
"2094",462.838045830543,0.224971653666312,0.0841681165110583,2.67288449583821,0.00752021387434225,0.0951662595301792
"2095",620.886038245958,-0.182438363340157,0.0682596841198565,-2.67271033689249,0.00752411885958429,0.0951702270454053
"2096",195.258748894519,0.178948314149627,0.0669585829387262,2.67252242051453,0.00752833435267073,0.095178116417663
"2097",24.781992096894,0.60063967788577,0.224779217852963,2.67213171939531,0.00753710565741341,0.0952435683432513
"2098",801.731958482066,0.21907309294873,0.0820015055773811,2.67157403277189,0.00754964168905415,0.0953565086359609
"2099",16.0230050642018,-0.44565027455283,0.16682886130986,-2.67130202204702,0.00755576289785989,0.0953883568510668
"2100",160.375773543516,0.181097607844563,0.0678027324935107,2.67094851762641,0.00756372465376194,0.0954220584589157
"2101",13.4834234491064,-0.463462298029734,0.173525247608641,-2.67086377582932,0.00756563435685052,0.0954220584589157
"2102",288.29088663889,0.39293850779515,0.147229086744858,2.66889183708717,0.00761019532670074,0.0959384233883172
"2103",7.65207849668897,-0.776865635197963,0.291112058148186,-2.66861372950245,0.00761649876970132,0.0959722305745675
"2104",406.233751834308,-0.222232736706915,0.0833033781820188,-2.66775179538739,0.00763606466558951,0.0959905491335182
"2105",2.85501143857222,-0.978897282420887,0.366930584721009,-2.66779964162752,0.00763497737647826,0.0959905491335182
"2106",2.27801470067766,-1.06509245763389,0.399192597170183,-2.66811675663369,0.00762777455587043,0.0959905491335182
"2107",6.24304496069,-0.6792665876591,0.254604197983695,-2.66793160929185,0.00763197917656575,0.0959905491335182
"2108",538.466510812831,0.162343243940438,0.0608406316023808,2.66833594038634,0.00762279966633032,0.0959905491335182
"2109",8.85963068052472,-0.598521740145786,0.224373709242315,-2.66752170816682,0.00764129525619424,0.0960107553313851
"2110",1110.95104431585,0.490437014614273,0.183908417853586,2.66674587459462,0.00765895602094735,0.0961414853619535
"2111",688.914446735288,-0.179493650883931,0.067305503938163,-2.66684952019438,0.00765659455862374,0.0961414853619535
"2112",10.7135146818195,-0.663223572442954,0.248775733062471,-2.6659496257073,0.00767711954583113,0.0963238593015999
"2113",139.42022230839,-0.199137766140201,0.0747103909846052,-2.66546277587056,0.00768824426589886,0.0964177874122356
"2114",308.153262984241,0.778803197775109,0.292269574339363,2.66467421227643,0.00770629392542169,0.0965984308087745
"2115",8941.76710696935,-0.177030087606119,0.0664417883001193,-2.66443893422117,0.00771168662346327,0.0966203233263135
"2116",29.0912897177317,-0.626807031158372,0.235301312132565,-2.66384843109264,0.00772523616739728,0.0966969856942551
"2117",4995.27063449115,0.358686508175812,0.134657482727471,2.66369533211716,0.00772875262086993,0.0966969856942551
"2118",14.8781046685063,-0.6734876596084,0.252814097024925,-2.66396402547917,0.00772258208800451,0.0966969856942551
"2119",4.18576839544689,-0.914379879601345,0.343410890846777,-2.66264088872278,0.0077530105868106,0.0967156692541049
"2120",168.476318755117,-0.332741461314781,0.125058157203576,-2.66069378243859,0.00779798405402576,0.0967156692541049
"2121",54.3950289615942,0.248374386078763,0.0932899332509169,2.66239215125949,0.00775874284486763,0.0967156692541049
"2122",7.74600244085593,-0.734313298728228,0.276009193165418,-2.66046681382869,0.00780324166441285,0.0967156692541049
"2123",3.26536238392688,0.856698236470471,0.321850511338515,2.66178926641324,0.0077726523367862,0.0967156692541049
"2124",12.1217394426041,0.729369908251351,0.274138978668871,2.66058446629127,0.00780051590967858,0.0967156692541049
"2125",1162.15570047301,0.221654070443215,0.0833037894266083,2.66079216766597,0.00779570599739463,0.0967156692541049
"2126",1404.48277005745,-0.132563201508267,0.049822837855275,-2.66069150643999,0.00779803676059752,0.0967156692541049
"2127",2045.61143604693,0.176337086872284,0.0662451276049143,2.66188764740491,0.00777038100970969,0.0967156692541049
"2128",14.6387490013994,-0.399698254707163,0.150159752384128,-2.66182015061322,0.00777193924759938,0.0967156692541049
"2129",60.8135042189377,-0.375567773691645,0.141120036941729,-2.66133556814985,0.00778313459158171,0.0967156692541049
"2130",2124.65365805688,-0.131655799647689,0.0494851769452019,-2.66050982890251,0.00780224499864015,0.0967156692541049
"2131",3.55748351824398,-0.804984326989621,0.302525507123515,-2.66088084487025,0.00779365323570711,0.0967156692541049
"2132",809.006621953608,-0.233861059765796,0.0878208976364059,-2.66293178571258,0.00774631155943818,0.0967156692541049
"2133",5.16799290004385,-0.754667133822528,0.283655366371839,-2.66050716217809,0.00780230678373218,0.0967156692541049
"2134",19.5831797716076,-0.556170965479572,0.208980715054954,-2.66135066737292,0.00778278553514413,0.0967156692541049
"2135",196.770707876546,-0.463990852034457,0.174292982233826,-2.66213157918189,0.00776475190923689,0.0967156692541049
"2136",146.375268523709,-0.208379231512568,0.0783004219840403,-2.66127852484679,0.00778445341729882,0.0967156692541049
"2137",1395.0766808748,-0.161224542772087,0.0605688228788994,-2.66184045039868,0.00777147057522165,0.0967156692541049
"2138",517.19956283219,0.190786119660227,0.0716524107022424,2.66266156002839,0.00775253437883079,0.0967156692541049
"2139",58.9915896762814,-0.378577143566243,0.142311088467309,-2.66020833403441,0.007809233082858,0.0967438590318273
"2140",716.667073624181,-0.21297299433863,0.0800634170651344,-2.6600537691936,0.00781281777909017,0.0967438590318273
"2141",1263.88248227061,-0.191212678942784,0.0718949394345989,-2.65961249076127,0.00782306010362319,0.0968254412358294
"2142",7.36739030961054,-0.765441922202432,0.287832375827437,-2.65933225893023,0.0078295706881388,0.0968504998458405
"2143",300.297722839568,0.15304097459329,0.0575546781424428,2.65905360837094,0.00783604934788037,0.0968504998458405
"2144",725.771364708158,0.21513088621933,0.0809041794107738,2.65908248234061,0.00783537780157108,0.0968504998458405
"2145",868.746118555632,-0.11543157882253,0.0434221812933766,-2.65835513979896,0.00785230993936982,0.0970062289432918
"2146",634.944272335259,0.166767967767059,0.0627411469698834,2.65803186299909,0.00785984616328903,0.0970540836351333
"2147",743.663074378348,0.203902157694027,0.0767213343540179,2.65769827142414,0.00786762963701536,0.0971049453895063
"2148",4.54980567431542,-0.821973569272681,0.309400068114925,-2.65666899907521,0.00789168850965839,0.0973565427455482
"2149",84.5895918068596,-0.48079776138858,0.181033649109598,-2.6558474833455,0.00791093841186383,0.0974579065439236
"2150",1397.63156528444,0.177126973051461,0.0666925607805099,2.65587302359552,0.00791033931534201,0.0974579065439236
"2151",13.3762579375379,-0.702197739679794,0.264372585067165,-2.65609136250416,0.00790521940751236,0.0974579065439236
"2152",9.73772303829255,-0.758725400164292,0.285760147131956,-2.65511271525884,0.00792819124596436,0.0975612189663167
"2153",20.6727590170523,0.572645254064307,0.215674239921531,2.65513978059063,0.0079275551370042,0.0975612189663167
"2154",816.815254349766,-0.10420525264948,0.03925070115952,-2.65486346921489,0.00793405135561389,0.0975612189663167
"2155",35.0561325647271,-0.310776197813377,0.117055858075426,-2.65493929926279,0.00793226807877408,0.0975612189663167
"2156",846.532569288152,0.146670902016233,0.0552601083845398,2.65419135618755,0.00794987297611207,0.0977104285686427
"2157",3.32874674395395,-1.04879699234266,0.395350941664736,-2.65282533013935,0.00798211649190516,0.0980158039476343
"2158",535.010756124901,0.202151919094489,0.0762005217759087,2.65289415850694,0.00798048907796259,0.0980158039476343
"2159",385.763015945246,-0.196616371438168,0.0741283924108597,-2.65237603357716,0.00799274719862844,0.0980334989088902
"2160",39.0757151329578,-0.448516500061354,0.169105031716491,-2.65229541373615,0.00799465606785583,0.0980334989088902
"2161",22.8036135388259,1.52025870756045,0.573123573106452,2.65258450166397,0.00798781310575112,0.0980334989088902
"2162",225.961178380114,0.176006763779357,0.0663702952509759,2.65189062537384,0.0080042465807022,0.0981057031184216
"2163",25.2226882828456,-0.654351831413357,0.246817459418277,-2.65115698441915,0.00802165474458795,0.0982736149222543
"2164",2.66224436893175,-1.01203685905024,0.381790644940281,-2.65076390022218,0.00803099596476238,0.0982971649285165
"2165",1321.77591009621,-0.19807083301753,0.0747187190374715,-2.65088635845319,0.00802808483360807,0.0982971649285165
"2166",171.235685191713,0.199410522335589,0.0752413566532375,2.65027813433251,0.00804255311916994,0.0983383944521092
"2167",4.34673177700973,0.788905549217919,0.29768285451122,2.65015447568609,0.00804549753470594,0.0983383944521092
"2168",1126.41143660322,0.204390285967994,0.0771225105331318,2.65020270417919,0.00804434905926614,0.0983383944521092
"2169",47.0627109060368,0.578919001699019,0.218502779529206,2.64948117798034,0.0080615462546393,0.0984437392634502
"2170",421.798529403954,-0.161529092836412,0.0609657643702607,-2.64950492304836,0.00806097978014232,0.0984437392634502
"2171",12.9501718895563,-0.690759793811624,0.260738149092553,-2.64924713248013,0.00806713167105477,0.0984665693925751
"2172",17.3020508686409,0.58059129008434,0.219171242719277,2.64903042425134,0.00807230642818458,0.0984843683427547
"2173",913.135197667652,-0.182788129330838,0.0690435310451263,-2.64743309856747,0.00811054059816041,0.098599662105471
"2174",3010.38417855604,-0.150887464217807,0.0569923836242823,-2.64750225595967,0.00810888187014824,0.098599662105471
"2175",6.74344995340097,-0.677245287616489,0.25586516380531,-2.64688352859091,0.00812373273906139,0.098599662105471
"2176",759.40424561773,0.220380831954872,0.0832206989197406,2.64814925632157,0.00809337838280357,0.098599662105471
"2177",74.5571155044562,-0.523164375635459,0.197632270080134,-2.64716068597163,0.00811707732176099,0.098599662105471
"2178",57.6351182002734,0.488022026200238,0.184407149557605,2.64643766454288,0.00813444958211382,0.098599662105471
"2179",414.17388251936,-0.268805701364266,0.101504369358056,-2.64821803301939,0.00809173190995259,0.098599662105471
"2180",17.0433057974449,-0.464348535738511,0.175440002116844,-2.64676544765003,0.00812656971604912,0.098599662105471
"2181",379.596514609097,0.184420340549944,0.0696710626313081,2.64701489520659,0.00812057760623967,0.098599662105471
"2182",30.746642995545,-0.44010050634214,0.166196141790726,-2.64807896019821,0.00809506153970225,0.098599662105471
"2183",3.29184858619891,-0.88136193873274,0.333053429500783,-2.64630795141135,0.00813756975828012,0.098599662105471
"2184",13.1386204441459,-0.566995214758776,0.21424149947955,-2.64652374136738,0.0081323796438154,0.098599662105471
"2185",11.5707176710155,-0.571771673238191,0.216047903752568,-2.64650414702945,0.00813285079853945,0.098599662105471
"2186",8.71008214329636,-0.865335630199014,0.326845931615342,-2.64753373530563,0.00810812694409268,0.098599662105471
"2187",21.1044763401288,-1.65626041971902,0.625533828819722,-2.64775515473576,0.00810281872239276,0.098599662105471
"2188",789.894881072126,0.149156983685316,0.0563776553602992,2.64567553815571,0.00815279745095288,0.0986939148710828
"2189",11719.0448159895,0.200164564402785,0.0756543066388513,2.64577884981888,0.00815030809821229,0.0986939148710828
"2190",32.7239749379891,-0.702517615611746,0.265562946244943,-2.64539020049799,0.00815967635833966,0.0987320839359099
"2191",661.652980240636,0.197920195897039,0.074832402026232,2.64484622353375,0.0081728049240446,0.098738640903763
"2192",3.47601624592333,-1.04608365304694,0.395501608363577,-2.64495423261414,0.00817019668488191,0.098738640903763
"2193",310.692752015029,0.234171901916859,0.0885397816668239,2.64482131656988,0.00817340649141225,0.098738640903763
"2194",13.0517605821493,-0.714401342876419,0.270120529742906,-2.64475026595116,0.00817512276474041,0.098738640903763
"2195",1419.14379174211,0.16205144574613,0.0612825800393641,2.64433131963501,0.00818524924171892,0.0988159087272482
"2196",870.458525766321,-0.120219566311362,0.0454704844930616,-2.64390335074846,0.00819560539590045,0.0988958776803124
"2197",51.7216829708067,-0.575765521730248,0.217819893127547,-2.64331009194418,0.00820998069254442,0.0989362490707209
"2198",37.8557486448729,-0.336748789309481,0.12739696680605,-2.6433030373647,0.00821015176823711,0.0989362490707209
"2199",403.101989243763,0.170419344097377,0.0644683297704256,2.64345834154921,0.00820638633248135,0.0989362490707209
"2200",2120.36248178244,0.184264154165268,0.0697138760389295,2.64314889136807,0.00821389065192355,0.0989363129024191
"2201",4.25015628643183,-1.03711055664238,0.392431645914773,-2.64278013111006,0.00822284128892456,0.0989541649932842
"2202",364.151552861624,-0.192840175385645,0.0729659919214864,-2.6428774598603,0.00822047805484292,0.0989541649932842
"2203",75.56465862007,-0.348285857227212,0.131821983497577,-2.64209237326196,0.00823955803377689,0.0991103260721987
"2204",172.380829070789,-0.212747655398286,0.0805429559564361,-2.64141851850281,0.00825596633599201,0.0992284247145415
"2205",345.245902634591,-0.200919914806979,0.0760662194818076,-2.64138163005501,0.00825686540984807,0.0992284247145415
"2206",1184.02496397746,-0.174740939963149,0.0661664135925605,-2.64093110802664,0.00826785295297938,0.0992445433320447
"2207",524.15086726433,0.14776365786641,0.0559532934724843,2.64083932680521,0.00827009296000149,0.0992445433320447
"2208",4.0838300092297,-0.833743569024379,0.315671726796305,-2.64117276984508,0.00826195756531016,0.0992445433320447
"2209",104.874058273213,0.437258961472288,0.165583701459579,2.64071256783101,0.00827318752483062,0.0992445433320447
"2210",15.7497999454083,-0.521543630402431,0.197524271792542,-2.64040274984637,0.00828075546764223,0.0992903797000233
"2211",2.22082143165031,-1.03096801378719,0.390485283558014,-2.64022245446292,0.00828516240451722,0.0992982897138407
"2212",3.45664480873518,-0.983682964124121,0.372643016844721,-2.63974613680744,0.00829681507218655,0.0993929939411715
"2213",20.3580270750292,-0.431600071609968,0.163516298164933,-2.63949267720473,0.00830302170052962,0.0994043118478726
"2214",38.4532822519161,-0.616128604130583,0.23343499268285,-2.63940121851256,0.00830526232805728,0.0994043118478726
"2215",483.234807378643,-0.172095652911827,0.0652174578121576,-2.63879732030501,0.00832007068847362,0.0995365928550169
"2216",8.74601926270823,0.98388972642353,0.372954243367417,2.63809768603235,0.0083372561520629,0.0996537415707712
"2217",3360.82037798462,0.177722575808781,0.0673678339229821,2.63809247618027,0.00833738424326954,0.0996537415707712
"2218",14.8073111910629,-0.492151816096543,0.186629305662988,-2.63705538821037,0.00836291752650939,0.0998288094909529
"2219",12.4152855890957,-0.703760521618388,0.26685013119916,-2.63728752335949,0.00835719625107554,0.0998288094909529
"2220",76.8526342078667,-0.367747632599229,0.139454781058604,-2.63703854258455,0.0083633328453872,0.0998288094909529
"2221",8.73825352964632,-0.673676614960946,0.255582092237194,-2.63585217987706,0.00839262835597287,0.099930862587149
"2222",379.972266665783,0.172557888291006,0.0654668878935002,2.63580405061745,0.00839381877339609,0.099930862587149
"2223",6.25958599934644,-0.729244379863568,0.276646876159935,-2.63601161880453,0.00838868591087631,0.099930862587149
"2224",975.791430273098,0.144156395545737,0.0546921999474706,2.63577613780745,0.00839450923125377,0.099930862587149
"2225",275.425210270048,-0.289056393192423,0.109644944825512,-2.63629475715842,0.00838168883371721,0.099930862587149
"2226",21.1815190458614,0.627308988155955,0.237961729057436,2.63617595417852,0.00838462412506657,0.099930862587149
"2227",116.112145331712,-0.376663406984355,0.142924761019952,-2.63539644422966,0.0084039064680439,0.0999978075872004
"2228",2.5102190122865,-0.923750726509773,0.350554522067856,-2.63511285223405,0.00841093137314773,0.100036476865818
"2229",3201.15599512934,0.111434943529278,0.0422921027908658,2.63488774914605,0.0084165111781713,0.100042135548209
"2230",2.60625470515405,0.991545922478057,0.37632838489562,2.63478908919686,0.00841895778227503,0.100042135548209
"2231",18.8264073223658,-0.579812288005567,0.220157226965031,-2.63362823014509,0.00844779298395672,0.100162268645865
"2232",12.9852972773576,0.449286754642356,0.170615567185137,2.63332802542473,0.00845526428974382,0.100162268645865
"2233",2454.3057808503,0.15478131486859,0.0587780231410272,2.63331950612256,0.00845547639896383,0.100162268645865
"2234",106.256907684809,-0.245883873548704,0.0933741844167201,-2.63331749652931,0.00845552643348053,0.100162268645865
"2235",14.8751041896664,-0.652716407727672,0.247860514493372,-2.63340213370342,0.00845341938051675,0.100162268645865
"2236",63.9061415990923,-0.308777910174955,0.117246480977049,-2.63357934158723,0.00844900928895866,0.100162268645865
"2237",2952.76515075069,0.249829227931824,0.0948683722155481,2.63343011055564,0.00845272299657256,0.100162268645865
"2238",5.85430001608612,-0.80166253203059,0.304462024351411,-2.63304605472013,0.008462287180024,0.100197563888944
"2239",180.265841506266,-0.305167989777864,0.115930180125316,-2.63234292785527,0.00847982230419587,0.10036034445685
"2240",374.317978380817,0.155687159270408,0.059161866767475,2.63154575365764,0.00849974215016111,0.100523835144077
"2241",22.8163808960622,-0.623905840888706,0.237092544215851,-2.63148654864784,0.00850122323702318,0.100523835144077
"2242",867.453505988934,-0.442829817012306,0.168312826288801,-2.63099269839645,0.00851358650808167,0.100625124387893
"2243",2.49060473786778,-0.862661803007672,0.327990906651968,-2.63013938957474,0.00853498652034119,0.100788149644617
"2244",1440.52892299463,-0.33435892499353,0.127118799690605,-2.6302869898656,0.00853128143673666,0.100788149644617
"2245",159.657915472792,0.164220161755055,0.0624465725131277,2.62977062064587,0.00854424969898018,0.100809852363953
"2246",1888.47845818767,0.154989047912644,0.0589365005490875,2.62976332949317,0.00854443293744816,0.100809852363953
"2247",5.89180870612802,-0.843237553029748,0.320710645934602,-2.62927833459478,0.00855662953683792,0.100863935096383
"2248",10.3185505484618,-0.680484213126892,0.258803334332305,-2.6293487094457,0.00855485879280096,0.100863935096383
"2249",11.6626213381619,-0.646653929127876,0.246093870625686,-2.62767182085347,0.00859714121968031,0.101206417228036
"2250",1074.16476831876,0.128645001266143,0.0489552064490123,2.62781041277252,0.00859363958208138,0.101206417228036
"2251",8.47551358177523,-0.567794444010166,0.21607885489178,-2.62771868304531,0.00859595706557387,0.101206417228036
"2252",5.1981716792671,-0.694192042259244,0.264224151004537,-2.62728459764196,0.00860693149045936,0.101276677427035
"2253",406.043093404579,0.226120281523106,0.0860809473664894,2.6268330965318,0.00861835950133609,0.101349063501204
"2254",19.9767943288685,0.688990483152644,0.262298757101273,2.62673941259518,0.00862073244770417,0.101349063501204
"2255",300.645520584815,0.191298303347243,0.072832524912001,2.62655048109861,0.00862551972250824,0.101360375665963
"2256",4.11712269954464,-0.77667913736599,0.295736371536106,-2.62625504374651,0.00863301047861699,0.101403432922372
"2257",1437.38307093223,-0.156837191397545,0.0597237108668442,-2.62604565458463,0.00863832302023937,0.101420878029829
"2258",393.807201719731,0.140859667396396,0.0536500769002774,2.62552591785135,0.00865152221226272,0.101530862312998
"2259",45.8990525379605,0.661485451969985,0.251969409717927,2.6252609501705,0.00865825824530613,0.101564933706227
"2260",858.275306124901,0.17082966824907,0.0650834090201639,2.62478058265423,0.00867048214665079,0.101618357542724
"2261",168.019317191209,-0.222808470882257,0.0848817982776899,-2.62492637294678,0.00866677059509106,0.101618357542724
"2262",1166.08374490887,0.376340870321397,0.143437412715183,2.62372879709341,0.00869730078517294,0.101707755298454
